"[""RechercheClinique(GRC)'déﬁcienceintellectuelleetautisme"", ""RechercheClinique(GRC)'déﬁcienceintellectuelleetautisme"", 'PROPN', 'NNP']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['autism', 'autism', 'NOUN', 'NN']"
"['Autism', 'autism', 'NOUN', 'NN']"
